Cut Code,Period,Phase,Bench,Mat Group,Mat Type,Tonnes,Dens(t/m3)
F60-3264,19M12,60,3264,wpag2,waste,1856,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,oarlg,ore,4032,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,4032,2.5
F60-3264,19M12,60,3264,oarlg,ore,4032,2.5
F60-3264,19M12,60,3264,oarmg,ore,4032,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,oarmg,ore,7056,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,oarmg,ore,1008,2.5
F60-3264,19M12,60,3264,sarst,ore,2016,2.5
F60-3264,19M12,60,3264,wpag1,waste,3024,2.5
F60-3264,19M12,60,3264,oarlg,ore,3024,2.5
F60-3264,19M12,60,3264,sarst,ore,3024,2.5
F60-3264,19M12,60,3264,wpag1,waste,2016,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,oarlg,ore,4032,2.5
F60-3264,19M12,60,3264,oinlg,ore,3024,2.5
F60-3264,19M12,60,3264,oinmg,ore,1008,2.5
F60-3264,19M12,60,3264,oarmg,ore,1008,2.5
F60-3264,19M12,60,3264,oinlg,ore,1008,2.5
F60-3264,19M12,60,3264,oinmg,ore,6048,2.5
F60-3264,19M12,60,3264,oarlg,ore,4032,2.5
F60-3264,19M12,60,3264,oarmg,ore,1008,2.5
F60-3264,19M12,60,3264,sarst,ore,3024,2.5
F60-3264,19M12,60,3264,oarlg,ore,5040,2.5
F60-3264,19M12,60,3264,sarst,ore,3024,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,sarst,ore,3024,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,sarst,ore,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,3024,2.5
F60-3264,19M12,60,3264,sarst,ore,2016,2.5
F60-3264,19M12,60,3264,wpag1,waste,2016,2.5
F60-3264,19M12,60,3264,oinhg,ore,1008,2.5
F60-3264,19M12,60,3264,oinlg,ore,4032,2.5
F60-3264,19M12,60,3264,oinmg,ore,2016,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,oinlg,ore,6048,2.5
F60-3264,19M12,60,3264,sinst,ore,1008,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,6048,2.5
F60-3264,19M12,60,3264,sarst,ore,2016,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,oarmg,ore,998.4,2.5
F60-3264,19M12,60,3264,sarst,ore,1008,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,sarst,ore,3024,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,4004,2.5
F60-3264,19M12,60,3264,oinlg,ore,1008,2.5
F60-3264,19M12,60,3264,sarst,ore,2016,2.5
F60-3264,19M12,60,3264,sinst,ore,1008,2.5
F60-3264,19M12,60,3264,oinlg,ore,7963.2,2.5
F60-3264,19M12,60,3264,oarlg,ore,1008,2.5
F60-3264,19M12,60,3264,oarmg,ore,2016,2.5
F60-3264,19M12,60,3264,oinlg,ore,3024,2.5
F60-3264,19M12,60,3264,oinmg,ore,2016,2.5
F60-3264,19M12,60,3264,oarhg,ore,1008,2.5
F60-3264,19M12,60,3264,oarlc,ore,1008,2.5
F60-3264,19M12,60,3264,oarlg,ore,2016,2.5
F60-3264,19M12,60,3264,oarmg,ore,1008,2.5
F60-3264,19M12,60,3264,oinmg,ore,961.6,2.5
F60-3264,19M12,60,3264,wpag1,waste,4032,2.5
F60-3264,19M12,60,3264,wpag2,waste,2784,2.5
F60-3264,19M12,60,3264,sarst,ore,2016,2.5
F60-3264,19M12,60,3264,sinst,ore,928,2.5
F60-3264,19M12,60,3264,wnag,waste,1008,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,wpag2,waste,928,2.5
F60-3264,19M12,60,3264,oarlg,ore,2000.8,2.5
F60-3264,19M12,60,3264,oinlc,ore,4648.8,2.5
F60-3264,19M12,60,3264,oinlg,ore,3712,2.5
F60-3264,19M12,60,3264,wpag1,waste,3721.6,2.5
F60-3264,19M12,60,3264,oinlg,ore,928,2.5
F60-3264,19M12,60,3264,sarst,ore,1008,2.5
F60-3264,19M12,60,3264,sinst,ore,1856,2.5
F60-3264,19M12,60,3264,wpag1,waste,2864,2.5
F60-3264,19M12,60,3264,wpag1,waste,1008,2.5
F60-3264,19M12,60,3264,wpag2,waste,2784,2.5
F60-3264,19M12,60,3264,sarst,ore,1008,2.5
F60-3264,19M12,60,3264,wpag2,waste,1856,2.5
F60-3264,19M12,60,3264,oinlc,ore,5568,2.5
F60-3264,19M12,60,3264,oinlg,ore,928,2.5
F60-3264,19M12,60,3264,sinst,ore,928,2.5
F60-3264,19M12,60,3264,oinlg,ore,928,2.5
F60-3264,19M12,60,3264,sinst,ore,1856,2.5
F60-3264,19M12,60,3264,wnag,waste,928,2.5
F60-3264,19M12,60,3264,wpag1,waste,928,2.5
F60-3264,19M12,60,3264,oinlg,ore,928,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,7056,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,5040,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,oarmg,ore,5040,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,7056,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,6048,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,4032,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,4032,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,wpag2,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,5040,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlc,ore,3024,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,6048,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,5040,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,3024,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,6048,2.5
F60-3256,19M12,60,3256,oarhg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,5040,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,5040,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,wpag1,waste,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,5040,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,7056,2.5
F60-3256,19M12,60,3256,oarhg,ore,5040,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,oarmg,ore,3024,2.5
F60-3256,19M12,60,3256,oarhg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,5040,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,oarlc,ore,2956,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,wpag2,waste,944,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,3024,2.5
F60-3256,19M12,60,3256,wnag,waste,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,wpag1,waste,5040,2.5
F60-3256,19M12,60,3256,wpag2,waste,2814.4,2.5
F60-3256,19M12,60,3256,sarst,ore,2008,2.5
F60-3256,19M12,60,3256,wpag1,waste,3024,2.5
F60-3256,19M12,60,3256,wpag2,waste,2784,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,6048,2.5
F60-3256,19M12,60,3256,wnag,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,5040,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,sarst,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,7056,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oinmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,7056,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,sarst,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oarmg,ore,7056,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,5040,2.5
F60-3256,19M12,60,3256,oinlg,ore,3024,2.5
F60-3256,19M12,60,3256,oinlg,ore,4032,2.5
F60-3256,19M12,60,3256,oinmg,ore,4032,2.5
F60-3256,19M12,60,3256,oarlg,ore,5040,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,1008,2.5
F60-3256,19M12,60,3256,oinmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,5040,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oinhg,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,6048,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,oinlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,oarlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,3024,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,oarmg,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,1008,2.5
F60-3256,19M12,60,3256,sarst,ore,1008,2.5
F60-3256,19M12,60,3256,sinst,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,8064,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oinhg,ore,1008,2.5
F60-3256,19M12,60,3256,oinlg,ore,2016,2.5
F60-3256,19M12,60,3256,oinmg,ore,3024,2.5
F60-3256,19M12,60,3256,oarhg,ore,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,oarmg,ore,2016,2.5
F60-3256,19M12,60,3256,oarlg,ore,2016,2.5
F60-3256,19M12,60,3256,sarst,ore,2016,2.5
F60-3256,19M12,60,3256,wpag1,waste,2016,2.5
F60-3256,19M12,60,3256,oinlc,ore,2784,2.5
F60-3256,19M12,60,3256,sarst,ore,3024,2.5
F60-3256,19M12,60,3256,wnag,waste,1008,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,oarlg,ore,4032,2.5
F60-3256,19M12,60,3256,wpag1,waste,1008,2.5
F60-3256,19M12,60,3256,wpag2,waste,928,2.5
F60-3256,19M12,60,3256,sinst,ore,928,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,2016,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,6048,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,4032,2.5
F60-3248,19M12,60,3248,sarst,ore,3024,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,6048,2.5
F60-3248,19M12,60,3248,sarst,ore,6048,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,2016,2.5
F60-3248,19M12,60,3248,wpag1,waste,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,6048,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,5040,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,4032,2.5
F60-3248,19M12,60,3248,oarhg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,2016,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,4032,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,4032,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,7056,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarhg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,3024,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarhg,ore,5040,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,wpag1,waste,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,3024,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,4032,2.5
F60-3248,19M12,60,3248,sarst,ore,3024,2.5
F60-3248,19M12,60,3248,wpag1,waste,5040,2.5
F60-3248,19M12,60,3248,oarmg,ore,2016,2.5
F60-3248,19M12,60,3248,oarhg,ore,4032,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,oarmg,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,6048,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarhg,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,4032,2.5
F60-3248,19M12,60,3248,oarmg,ore,2016,2.5
F60-3248,19M12,60,3248,oarhg,ore,8064,2.5
F60-3248,19M12,60,3248,oarhg,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,4032,2.5
F60-3248,19M12,60,3248,sarst,ore,3024,2.5
F60-3248,19M12,60,3248,wpag1,waste,5040,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,3019.2,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,6048,2.5
F60-3248,19M12,60,3248,oarlg,ore,3024,2.5
F60-3248,19M12,60,3248,oarmg,ore,5040,2.5
F60-3248,19M12,60,3248,oarlg,ore,8064,2.5
F60-3248,19M12,60,3248,oarhg,ore,8064,2.5
F60-3248,19M12,60,3248,oarhg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,2016,2.5
F60-3248,19M12,60,3248,sarst,ore,2016,2.5
F60-3248,19M12,60,3248,wpag1,waste,6048,2.5
F60-3248,19M12,60,3248,wpag1,waste,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,7056,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,oarmg,ore,7056,2.5
F60-3248,19M12,60,3248,oarhg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,6048,2.5
F60-3248,19M12,60,3248,oarlg,ore,8064,2.5
F60-3248,19M12,60,3248,oarhg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,wpag1,waste,2016,2.5
F60-3248,19M12,60,3248,oarhg,ore,5040,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,2016,2.5
F60-3248,19M12,60,3248,sarst,ore,6048,2.5
F60-3248,19M12,60,3248,oarlg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,3024,2.5
F60-3248,19M12,60,3248,oarlg,ore,4032,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,oarlg,ore,5040,2.5
F60-3248,19M12,60,3248,oarmg,ore,1008,2.5
F60-3248,19M12,60,3248,sarst,ore,2016,2.5
F60-3248,19M12,60,3248,oarlg,ore,6048,2.5
